Colony	Reef	Mean_Control_Proportion	Mean_34_Proportion	Mean_34.5_Proportion	Mean_35_Proportion	Mean_Heated_Proportion	ControlVBSEnd	Retention	Depth	Group	North	Forereef	Proportion_Percent_Remaining_34	Proportion_Percent_Remaining_34.5	Proportion_Percent_Remaining_35	Mean_Heated_VBS_Initial	Mean_Heated_VBS_Day_1	Mean_Heated_VBS_Day_2	Mean_Control_VBS_Initial	Mean_Control_VBS_Day_1	Mean_Control_VBS_Day_2	Mean_34_VBS_Day_1	Mean_34_VBS_Day_2	Mean_34.5_VBS_Day_1	Mean_34.5_VBS_Day_2	Mean_35_VBS_Day_1	Mean_35_VBS_Day_2	Temperature	MaxTemp	TempVariances	Proportion_VBS_Remaining_Control_Day_1	Proportion_VBS_Remaining_Control_Day_2	Proportion_VBS_Remaining_Heated_Day_1	Proportion_VBS_Remaining_Heated_Day_2	Heated.Mean.VBS.2	VBS.Delta	Final.Heated.VBS.Bleaching.Criterion	Top	Bottom	Mean_Percent_VBS_Reamining_Heated	Mean_Percent_Proportion_Reamining_Heated	Percent_VBS_Remaining_35_Day_1	Percent_VBS_Remaining_35_Day_2	Percent_VBS_Remaining_34_Day_1	Percent_VBS_Remaining_34_Day_2	Percent_VBS_Remaining_34.5_Day_1	Percent_VBS_Remaining_34.5_Day_2	Residuals	Growth	Size	GroupFactor	Temp32
239	33	0.164236928	NA	0.021905664	0.028492804	0.025199234	1.5	0.153432203	NA	4	1	0	NA	0.13337843	0.173485976	1	5	5	1	1.5	1.5	5	5	5	5	5	5	495.5	33.118	0.292819277	0.666666667	0.666666667	0.2	0.2	5	-3.5	0	0	1	0.3	0.153432203	0.3	0.3	0.3	0.3	0.3	0.3	-0.283203094	NA	NA	4	17.25
240	33	0.137701327	NA	NA	NA	0.196601986	2	1.42774213	NA	4	1	0	1.264648215	1.590836046	NA	1	4	4.333333333	1	2	2	4	4	4	4	4	5	495.5	33.118	0.292819277	0.5	0.5	0.25	0.230769231	4.333333333	-2.333333333	0	1	0	0.461538462	1.42774213	0.5	0.4	0.5	0.5	0.5	0.5	0.932222242	NA	NA	4	17.25
241	31	0.058974981	0.02276207	0.039473063	0.035528308	0.032587813	2.5	0.552570139	NA	4	1	0	0.385961458	0.669318786	0.602430173	2.333333333	5	5	2	2.5	2.5	5	5	5	5	5	5	1127.5	32.807	0.337121567	0.8	0.8	0.466666667	0.466666667	5	-2.5	0	0	0	0.5	0.552570139	0.5	0.5	0.5	0.5	0.5	0.5	-0.117649726	NA	NA	4	37.25
242	31	0.030259349	0.002971872	0	0.014017851	0.005663241	2.5	0.187156742	NA	4	1	0	0.098213365	0	0.463256861	2.333333333	4.5	4.333333333	1.5	2.5	2.5	4	4	4.5	4	5	5	1127.5	32.807	0.337121567	0.6	0.6	0.518518519	0.538461538	4.333333333	-1.833333333	0	0	1	0.576923077	0.187156742	0.5	0.5	0.625	0.625	0.555555556	0.625	-0.546785377	NA	NA	4	37.25
243	31	0.064960112	0.028714376	0.022803339	0.011574203	0.021030639	2.5	0.323746969	NA	4	1	0	0.442030889	0.351036014	0.178174005	2	4	4.333333333	2	3	2.5	3	4	4	4	5	5	1127.5	32.807	0.337121567	0.666666667	0.8	0.5	0.461538462	4.333333333	-1.833333333	0	0	1	0.576923077	0.323746969	0.5	0.5	0.833333333	0.625	0.625	0.625	-0.333191418	NA	NA	4	37.25
245	31	0.085466427	0.017169725	0.015584084	0.038111167	0.023621659	2	0.276385237	NA	4	1	0	0.200894381	0.182341588	0.445919742	2	5	5	1.5	1.5	2	5	5	5	5	5	5	1127.5	32.807	0.337121567	1	0.75	0.4	0.4	5	-3	0	0	1	0.4	0.276385237	0.4	0.4	0.4	0.4	0.4	0.4	-0.335048018	NA	NA	4	37.25
246	31	0.047271316	0.029183554	0.037323919	0.035862402	0.034123292	2.333333333	0.721860408	NA	4	1	0	0.617362833	0.789568004	0.758650388	1.666666667	2.666666667	5	2	2	2.5	3	5	1	5	4	5	1127.5	32.807	0.337121567	1	0.8	0.625	0.333333333	5	-2.5	0	0	0	0.5	0.721860408	0.625	0.5	0.833333333	0.5	2.5	0.5	0.025669187	NA	NA	4	37.25
250	31	0.074617298	0.020990846	0.032640774	0.004652017	0.019427879	2.5	0.260366957	NA	4	1	0	0.281313401	0.437442449	0.062345022	2.333333333	3.333333333	4	2	2	2.5	3	3	3	4	4	5	1127.5	32.807	0.337121567	1	0.8	0.7	0.583333333	4	-1.5	0	0	1	0.625	0.260366957	0.625	0.5	0.833333333	0.833333333	0.833333333	0.625	-0.375141371	NA	NA	4	37.25
251	39	0.081458341	0.022959369	0	0.008130302	0.010363224	2.5	0.127221148	-0.0693283	4	1	0	0.281854114	0	0.099809329	1.666666667	3.666666667	4.666666667	2.5	2.5	2.5	3	4	4	5	4	5	NA	NA	NA	1	1	0.454545455	0.357142857	4.666666667	-2.166666667	0	0	1	0.535714286	0.127221148	0.625	0.5	0.833333333	0.625	0.625	0.5	-0.493106366	1.22735749	2.950266444	4	NA
252	39	0.064873232	NA	0.007828702	NA	0.090621942	2.5	1.396908088	NA	4	1	0	2.480154212	0.120676916	1.589893136	1.333333333	3.333333333	4.333333333	2	2	2.5	2	3	4	5	4	5	NA	NA	NA	1	0.8	0.4	0.307692308	4.333333333	-1.833333333	0	1	0	0.576923077	1.396908088	0.625	0.5	1.25	0.833333333	0.625	0.5	0.739776907	0.927146194	3.023952454	4	NA
253	39	0.116249287	0.089901572	0.141087927	0	0.0769965	2.5	0.662339544	NA	4	1	0	0.773351603	1.213667031	0	1	2.666666667	3.333333333	1.5	2	2.5	2	2	3	3	3	5	NA	NA	NA	0.75	0.6	0.375	0.3	3.333333333	-0.833333333	0	0	0	0.75	0.662339544	0.833333333	0.5	1.25	1.25	0.833333333	0.833333333	0.119215885	0.860252443	1.826981316	4	NA
254	39	0.055943647	0.025958824	0.010732274	0.021611943	0.019434347	1.5	0.347391498	NA	4	1	0	0.464017382	0.191840802	0.38631631	1	2.666666667	3.333333333	1	1.5	1.5	3	3	3	3	2	4	NA	NA	NA	0.666666667	0.666666667	0.375	0.3	3.333333333	-1.833333333	1	0	0	0.45	0.347391498	0.75	0.375	0.5	0.5	0.5	0.5	-0.329555137	1	2.995256223	4	NA
255	39	0.103564821	0.025957372	0.034237402	0.015205747	0.025133507	2	0.242683827	0.4306717	4	1	0	0.250638891	0.330589113	0.146823478	1.666666667	3.333333333	3.333333333	2	2	2	3	3	3	3	4	4	NA	NA	NA	1	1	0.5	0.5	3.333333333	-1.333333333	1	0	1	0.6	0.242683827	0.5	0.5	0.666666667	0.666666667	0.666666667	0.666666667	-0.328587663	1.120980121	2.902704457	4	NA
256	39	0.019989594	0.061319846	0.014207151	0.009577467	0.028368155	2	1.41914611	0.8306717	4	1	0	3.067588334	0.710727349	0.479122648	3	3.333333333	4.333333333	3	2	2	3	4	3	4	4	5	NA	NA	NA	1.5	1.5	0.9	0.692307692	4.333333333	-2.333333333	0	1	0	0.461538462	1.41914611	0.5	0.4	0.666666667	0.5	0.666666667	0.5	0.662414594	0.931798097	2.950266444	4	NA
257	39	0.081511354	0.097834036	0.063023872	0.007694946	0.056184285	2	0.689281707	0.4306717	4	1	0	1.200250419	0.773191335	0.094403366	2	3	3	2	1.5	2	2	2	3	3	4	4	NA	NA	NA	1.333333333	1	0.666666667	0.666666667	3	-1	1	0	0	0.666666667	0.689281707	0.5	0.5	1	1	0.666666667	0.666666667	0.069071832	1.055988483	3.065222477	4	NA
258	39	0.057697087	0.052202213	0.014199086	0.01021601	0.025539103	2	0.442641111	NA	4	1	0	0.9047634	0.246097098	0.177062834	2.333333333	3.666666667	4	2.5	2	2	3	3	4	4	4	5	NA	NA	NA	1.25	1.25	0.636363636	0.583333333	4	-2	0	0	0	0.5	0.442641111	0.5	0.4	0.666666667	0.666666667	0.5	0.5	-0.230414501	NA	NA	4	NA
259	39	0.128936045	0.01174407	0.014348534	0.021093943	0.015728849	2	0.121989544	0.1306717	4	1	0	0.091084463	0.111284119	0.163600049	2.666666667	4.333333333	5	2	1.5	2	4	5	5	5	4	5	NA	NA	NA	1.333333333	1	0.615384615	0.533333333	5	-3	0	0	1	0.4	0.121989544	0.5	0.4	0.5	0.4	0.4	0.4	-0.392981198	1.040753991	2.950266444	4	NA
260	39	0.041127342	0.01473663	0.02540669	0.042461058	0.027534793	2	0.669500906	0.8306717	4	1	0	0.3583171	0.617756682	1.032428937	2.333333333	3.666666667	3.666666667	1.5	1.5	2	3	3	3	3	5	5	NA	NA	NA	1	0.75	0.636363636	0.636363636	3.666666667	-1.666666667	0	0	0	0.545454545	0.669500906	0.4	0.4	0.666666667	0.666666667	0.666666667	0.666666667	-0.040324279	1.044971401	2.98052826	4	NA
261	38	0.071896262	0.017122413	0	0.033737695	0.016953369	2	0.235803208	NA	4	1	0	0.238154425	0	0.4692552	2.333333333	3.666666667	4.666666667	2.5	2.5	2	3	4	4	5	4	5	NA	NA	NA	1	1.25	0.636363636	0.5	4.666666667	-2.666666667	0	0	1	0.428571429	0.235803208	0.5	0.4	0.666666667	0.5	0.5	0.4	-0.405743314	NA	NA	4	35
263	38	0.07289295	0.040817487	0.028038597	0	0.022952028	2.5	0.31487308	NA	4	1	0	0.559964803	0.384654436	0	2.666666667	3.666666667	4	2	2.5	2.5	3	3	4	4	4	5	NA	NA	NA	0.8	0.8	0.727272727	0.666666667	4	-1.5	0	0	1	0.625	0.31487308	0.625	0.5	0.833333333	0.833333333	0.625	0.625	-0.324461713	NA	NA	4	35
264	38	0.109251537	0.069431278	0.043547806	0.033531873	0.048836986	2	0.447014176	NA	4	1	0	0.635517635	0.398601315	0.306923578	2.333333333	3	3	2.5	1.5	2	3	2	3	3	3	4	NA	NA	NA	1.666666667	1.25	0.777777778	0.777777778	3	-1	1	0	0	0.666666667	0.447014176	0.666666667	0.5	0.666666667	1	0.666666667	0.666666667	-0.111638043	NA	NA	4	35
265	38	0.095942991	0.042894007	NA	0.032500084	0.099043894	2.5	1.032320266	0.484038095	4	1	0	0.447078061	2.311139031	0.338743706	2	3	3	3	2	2.5	3	2	3	4	3	3	NA	NA	NA	1.5	1.2	0.666666667	0.666666667	3	-0.5	1	1	0	0.833333333	1.032320266	0.833333333	0.833333333	0.833333333	1.25	0.833333333	0.625	0.444135334	1.140359929	2.74114564	4	35
267	38	0.144482936	0.087278572	0.058697473	0.028419424	0.058131823	1.5	0.402343868	0.184038095	4	1	0	0.604075297	0.406258863	0.196697444	1	2.666666667	3	1	1	1.5	2	3	3	3	3	3	NA	NA	NA	1	0.666666667	0.375	0.333333333	3	-1.5	1	0	0	0.5	0.402343868	0.5	0.5	0.75	0.5	0.5	0.5	-0.078127096	1	2.540472709	4	35
268	38	0.058047819	0.031717477	0.015905793	0.011022222	0.019548497	2	0.336765409	-0.015961905	4	1	0	0.546402565	0.274011905	0.189881756	1.666666667	3	3	1	1	2	3	3	3	3	3	3	NA	NA	NA	1	0.5	0.555555556	0.555555556	3	-1	1	0	0	0.666666667	0.336765409	0.666666667	0.666666667	0.666666667	0.666666667	0.666666667	0.666666667	-0.335511902	0.699297678	2.565313605	4	35
269	38	0.080879635	0.047212531	0.037129995	0.028083637	0.037475387	2	0.463347634	0.384038095	4	1	0	0.583738176	0.459077182	0.347227543	2	3	3.666666667	2	1	2	3	3	3	3	3	5	NA	NA	NA	2	1	0.666666667	0.545454545	3.666666667	-1.666666667	0	0	0	0.545454545	0.463347634	0.666666667	0.4	0.666666667	0.666666667	0.666666667	0.666666667	-0.158264075	0.750517071	2.852258211	4	35
270	38	0.056556366	0.012864742	0.016819929	0.017572817	0.015752496	1.5	0.27852737	0.284038095	4	1	0	0.227467621	0.297401163	0.310713328	1.333333333	3	3.666666667	1.5	1	1.5	3	3	3	3	3	5	NA	NA	NA	1.5	1	0.444444444	0.363636364	3.666666667	-2.166666667	0	0	1	0.409090909	0.27852737	0.5	0.3	0.5	0.5	0.5	0.5	-0.397059593	1.021745793	3.503598697	4	35
272	37	0.13496794	0.023677651	0.024417739	0.001214397	0.018431881	2	0.136564887	NA	4	1	0	0.17543167	0.180915104	0.008997669	1.666666667	3.333333333	4	2	2	2	3	3	3	4	4	5	NA	NA	NA	1	1	0.5	0.416666667	4	-2	0	0	1	0.5	0.121781481	0.5	0.4	0.666666667	0.666666667	0.666666667	0.5	-0.37980401	NA	NA	4	0
274	37	0.148143796	0.085333181	0	0	0.028444394	1.4	0.192005298	NA	4	1	0	0.576015894	0	0	2	3.666666667	4.333333333	2.5	2.5	1.5	3	3	4	5	4	5	NA	NA	NA	1	1.666666667	0.545454545	0.461538462	4.333333333	-2.833333333	0	0	1	0.346153846	0.192005298	0.375	0.3	0.5	0.5	0.375	0.3	-0.280341927	NA	NA	4	0
275	37	0.090694482	0.076651949	0.076243375	0.008246081	0.053713802	2.5	0.59224994	NA	4	1	0	0.84516662	0.840661666	0.090921532	2	3.666666667	4.333333333	2.5	2.5	2.5	3	4	4	4	4	5	NA	NA	NA	1	1	0.545454545	0.461538462	4.333333333	-1.833333333	0	0	0	0.576923077	0.59224994	0.625	0.5	0.833333333	0.625	0.625	0.625	-0.007581848	NA	NA	4	0
276	37	0.031369329	0.014282484	0.009735441	0.04031235	0.021443425	2	0.68357933	NA	4	1	0	0.455300894	0.310349029	1.285088067	1.666666667	4	4.666666667	2	1.5	2	3	4	4	5	5	5	NA	NA	NA	1.333333333	1	0.416666667	0.357142857	4.666666667	-2.666666667	0	0	0	0.428571429	0.68357933	0.4	0.4	0.666666667	0.5	0.5	0.4	-0.047899656	NA	NA	4	0
277	37	0.069968887	0.059978288	0.014866882	0.033047061	0.035964077	1.5	0.514000982	NA	4	1	0	0.857213691	0.212478463	0.472310793	1.333333333	3	3.333333333	1.5	1	1.5	3	2	3	3	3	5	NA	NA	NA	1.5	1	0.444444444	0.4	3.333333333	-1.833333333	0	0	0	0.45	0.514000982	0.5	0.3	0.5	0.75	0.5	0.5	-0.131822536	NA	NA	4	0
278	37	0.039547001	0.013552272	NA	0.007497994	0.010525133	1.5	0.266142382	NA	4	1	0	0.342687733	NA	0.189597032	2	3.333333333	3.666666667	1.5	1	1.5	3	3	3	4	4	4	NA	NA	NA	1.5	1	0.6	0.545454545	3.666666667	-2.166666667	1	0	1	0.409090909	0.266142382	0.375	0.375	0.5	0.5	0.5	0.375	-0.447189704	NA	NA	4	0
279	37	0.12392391	0.082552297	0.107162706	0.01950662	0.069740541	2	0.562769051	NA	4	1	0	0.666153103	0.864746007	0.157408043	2	3.333333333	3.333333333	1.5	1.5	2	3	3	3	3	4	4	NA	NA	NA	1	0.75	0.6	0.6	3.333333333	-1.333333333	1	0	0	0.6	0.562769051	0.5	0.5	0.666666667	0.666666667	0.666666667	0.666666667	0.036675986	NA	NA	4	0
280	37	0.030150425	0.037458182	0.024118879	0.02959365	0.030390237	2	1.007953866	NA	4	1	0	1.242376592	0.799951561	0.981533444	1.666666667	3.333333333	3	2	2	2	3	3	3	3	4	3	NA	NA	NA	1	1	0.5	0.555555556	3	-1	1	1	0	0.666666667	1.007953866	0.5	0.666666667	0.666666667	0.666666667	0.666666667	0.666666667	0.273770035	NA	NA	4	0
281	40	0.103694441	0.064167174	0.055413169	NA	0.059790172	1.5	0.576599584	0.696718338	4	1	0	0.618810161	0.534389007	NA	1.333333333	2.333333333	2	1	1.5	1.5	2	1	4	4	NA	NA	540	32.188	0.36163479	0.666666667	0.666666667	0.571428571	0.666666667	2.5	-1	0	0	0	0.6	0.576599584	NA	NA	0.75	1.5	0.375	0.375	0.005615731	1.092910448	3.098116413	4	4
282	40	0.089992665	0.085800599	0.027202469	NA	0.056501534	2	0.627845997	0.396718338	4	1	0	0.953417698	0.302274295	NA	2	2	2.666666667	2	1.5	2	2	2	3	5	NA	NA	540	32.188	0.36163479	1.333333333	1	1	0.75	3.5	-1.5	0	0	0	0.571428571	0.627845997	NA	NA	1	1	0.666666667	0.4	0.02645682	1.032179086	3.09164083	4	4
284	40	0.144199891	0.116582731	0.084555988	NA	0.100569359	2.5	0.697430206	-0.203281662	4	1	0	0.808480024	0.586380388	NA	2	2.333333333	2.666666667	2	2	2.5	3	3	3	3	NA	NA	540	32.188	0.36163479	1	0.8	0.857142857	0.75	3	-0.5	1	0	0	0.833333333	0.697430206	NA	NA	0.833333333	0.833333333	0.833333333	0.833333333	0.216331143	1.044905373	3.129759322	4	4
286	40	0.134511334	0.077875977	0.041431748	NA	0.059653862	2.5	0.44348577	-0.003281662	4	1	0	0.578954758	0.308016781	NA	2.333333333	3	2.666666667	2.5	2	2.5	4	3	3	3	NA	NA	540	32.188	0.36163479	1.25	1	0.777777778	0.875	3	-0.5	1	0	0	0.833333333	0.44348577	NA	NA	0.625	0.833333333	0.833333333	0.833333333	-0.059112967	1.065089772	3.09164083	4	4
287	40	0.158763677	0.120996432	0.082735182	NA	0.101865807	1.5	0.641619098	0.596718338	4	1	0	0.762116589	0.521121606	NA	1	1.666666667	3	1.5	2	1.5	1	2	3	5	NA	NA	540	32.188	0.36163479	0.75	1	0.6	0.333333333	3.5	-2	0	0	0	0.428571429	0.641619098	NA	NA	1.5	0.75	0.5	0.3	0.192838226	1.052028328	3.009728036	4	4
289	40	0.118911614	0.059049575	0.039197634	NA	0.049123604	2.5	0.413110231	-0.003281662	4	1	0	0.496583749	0.329636712	NA	1	3	3.333333333	2.25	2.5	2.5	3	3	5	5	NA	NA	540	32.188	0.36163479	0.9	0.9	0.333333333	0.3	4	-1.5	0	0	0	0.625	0.413110231	NA	NA	0.833333333	0.833333333	0.5	0.5	-0.124105514	1.065089772	3.09164083	4	4
290	40	0.124084022	0.040866402	0.052391145	NA	0.046628773	2	0.375783864	-0.203281662	4	1	0	0.329344592	0.422223136	NA	2	3	2.666666667	2	2	2	3	3	4	3	NA	NA	540	32.188	0.36163479	1	1	0.666666667	0.75	3	-1	1	0	0	0.666666667	0.375783864	NA	NA	0.666666667	0.666666667	0.5	0.666666667	-0.1499539	1.098854227	3.189649063	4	4
293	41	0.150245137	0.133736739	0.0886814	NA	0.11120907	1.5	0.740184152	0.792254243	4	1	0	0.890123579	0.590244724	NA	2	2.666666667	2.333333333	2.5	1.5	1.5	2	2	3	3	NA	NA	558	33.014	0.343831456	1.666666667	1.666666667	0.75	0.857142857	2.5	-1	1	1	0	0.6	0.740184152	NA	NA	0.75	0.75	0.5	0.5	0.272499968	1.104727488	3.09164083	4	25.5
294	41	0.133018928	0.056250992	0.043130362	NA	0.049690677	1.5	0.373560948	0.492254243	4	1	0	0.422879607	0.324242289	NA	2.333333333	2.666666667	3	2	1.5	1.5	2	3	4	4	NA	NA	558	33.014	0.343831456	1.333333333	1.333333333	0.875	0.777777778	3.5	-2	0	0	0	0.428571429	0.373560948	NA	NA	0.75	0.5	0.375	0.375	-0.132349554	NA	NA	4	25.5
295	41	0.134808257	0.060517413	0.036272098	NA	0.048394755	1.5	0.358989549	NA	4	1	0	0.448914733	0.269064365	NA	1.666666667	2.833333333	3	2	1	1.5	2.5	3	5	5	NA	NA	558	33.014	0.343831456	2	1.333333333	0.588235294	0.555555556	4	-2.5	0	0	0	0.375	0.358989549	NA	NA	0.6	0.5	0.3	0.3	-0.14295029	NA	NA	4	25.5
296	41	0.111679877	0.075307136	0.061095193	NA	0.068201164	2.5	0.610684452	0.592254243	4	1	0	0.674312489	0.547056415	NA	1	2.333333333	2.666666667	2.5	2	2.5	3	2	3	4	NA	NA	558	33.014	0.343831456	1.25	1	0.428571429	0.375	3	-0.5	0	0	0	0.833333333	0.610684452	NA	NA	0.833333333	1.25	0.833333333	0.625	0.05742091	1.073537664	2.779855328	4	25.5
297	41	0.087019261	0.124222935	0.115752719	NA	0.119987827	2.75	1.378865151	-0.107745757	4	1	0	1.427533779	1.330196524	NA	1.333333333	1.666666667	1.666666667	2	1.5	2.75	1	2	2	2	NA	NA	558	33.014	0.343831456	1.333333333	0.727272727	0.8	0.8	2	0.75	1	1	0	1.375	1.378865151	NA	NA	2.75	1.375	1.375	1.375	0.770877758	1.152465513	2.852258211	4	25.5
298	41	0.134800106	0.115333943	0.03701424	NA	0.076174092	1	0.565089257	-0.307745757	4	1	0	0.855592378	0.274586135	NA	1	1.333333333	3	1	1	1	1	3	2	5	NA	NA	558	33.014	0.343831456	1	1	0.75	0.333333333	4	-3	0	0	0	0.25	0.565089257	NA	NA	1	0.333333333	0.5	0.2	0.063131329	1.079594068	2.869415689	4	25.5
299	41	0.212635382	0.188554692	0.104018853	NA	0.146286773	1	0.687970042	NA	4	1	0	0.886751255	0.489188829	NA	1.666666667	1.666666667	2	1.5	1	1	1	1	2	3	NA	NA	558	33.014	0.343831456	1.5	1.5	1	0.833333333	2	-1	1	0	0	0.5	0.687970042	NA	NA	1	1	0.5	0.333333333	0.358734736	NA	NA	4	25.5
300	41	0.095731953	0.10590301	0.037093267	NA	0.071498139	2	0.746857626	0.292254243	4	1	0	1.106245172	0.387470081	NA	2.333333333	2.666666667	3.666666667	2.5	2	2	2	3	4	5	NA	NA	558	33.014	0.343831456	1.25	1.25	0.875	0.636363636	4	-2	0	1	0	0.5	0.746857626	NA	NA	1	0.666666667	0.5	0.4	0.158204383	1.108787351	2.816844006	4	25.5
301	42	0.065217752	0.063877958	0.032706728	NA	0.048292343	1.5	0.740478497	1.05396368	4	1	0	0.979456608	0.501500385	NA	2	3	4	1.5	2	1.5	2	4	4	5	NA	NA	205	31.983	0.293969533	0.75	1	0.666666667	0.5	4.5	-3	0	1	0	0.333333333	0.740478497	NA	NA	0.75	0.375	0.375	0.3	0.084111833	1.085807141	2.965534913	4	0
302	42	0.107154895	0.138815077	0.052386868	NA	0.095600972	2	0.892175504	NA	4	1	0	1.295461832	0.488889177	NA	1.666666667	2.333333333	2.666666667	2	1.5	2	2	2	3	3	NA	NA	205	31.983	0.293969533	1.333333333	1	0.714285714	0.625	2.5	-0.5	1	1	0	0.8	0.892175504	NA	NA	1	1	0.666666667	0.666666667	0.328870671	NA	NA	4	0
304	42	0.101590557	0.026345022	0.065681831	NA	0.046013426	2	0.452930152	0.65396368	4	1	0	0.259325503	0.646534801	NA	3.666666667	3.833333333	4	2	2.5	2	4	4	4	5	NA	NA	205	31.983	0.293969533	0.8	1	0.956521739	0.916666667	4.5	-2.5	0	0	0	0.444444444	0.452930152	NA	NA	0.5	0.5	0.5	0.4	-0.122722386	1.034989594	3.129759322	4	0
306	42	0.096752869	NA	0	NA	0.116311389	2.5	1.202149251	0.95396368	4	1	0	2.404298503	0	NA	2.666666667	3	3.666666667	2.5	2.5	2.5	2	2	4	5	NA	NA	205	31.983	0.293969533	1	1	0.888888889	0.727272727	3.5	-1	0	1	0	0.714285714	1.202149251	NA	NA	1.25	1.25	0.625	0.5	0.615761501	1.062198123	3.11724618	4	0
307	42	0.177393579	0.184326623	0.034121637	NA	0.10922413	2	0.615716365	1.15396368	4	1	0	1.039082832	0.192349899	NA	2.333333333	2.666666667	3.333333333	2	2.5	2	2	2	3	5	NA	NA	205	31.983	0.293969533	0.8	1	0.875	0.7	3.5	-1.5	0	0	0	0.571428571	0.615716365	NA	NA	1	1	0.666666667	0.4	0.208276717	1.044971401	2.98052826	4	0
308	42	0.112989441	NA	0.122360723	NA	0.150898456	2.5	1.335509352	0.65396368	4	1	0	1.588079261	1.082939443	NA	3	3	3.333333333	2.5	2.5	2.5	3	3	3	4	NA	NA	205	31.983	0.293969533	1	1	1	0.9	3.5	-1	0	1	0	0.714285714	1.335509352	NA	NA	0.833333333	0.833333333	0.833333333	0.625	0.785151838	1.066461962	3.129759322	4	0
318	43	0.169122314	0.093818723	0	NA	0.046909362	2.5	0.277369441	0.581564469	4	1	0	0.554738881	0	NA	2.666666667	3	4	2.5	2.5	2.5	3	4	3	5	NA	NA	686.25	33.222	0.389501277	1	1	0.888888889	0.666666667	4.5	-2	0	0	1	0.555555556	0.277369441	NA	NA	0.833333333	0.625	0.833333333	0.5	-0.148424799	1.01247883	3.463	4	52
322	36	0.080022803	0.080844327	0.028525478	0.02249692	0.043955575	1	0.549288122	NA	4	1	0	1.010266127	0.356466871	0.281131368	1.333333333	3	4.333333333	1	1	1	2	3	3	5	4	5	1933.5	34.479	0.432509403	1	1	0.444444444	0.307692308	4.333333333	-3.333333333	0	0	0	0.230769231	0.549288122	0.25	0.2	0.5	0.333333333	0.333333333	0.2	-0.074224966	NA	NA	4	253.5
324	36	0.055113338	0.040792894	0.034309815	0.020328545	0.031810418	2	0.577181839	-0.19871744	4	1	0	0.740163736	0.622531964	0.368849817	1	3.666666667	3.666666667	1.5	2	2	3	3	4	4	4	4	1933.5	34.479	0.432509403	0.75	0.75	0.272727273	0.272727273	3.666666667	-1.666666667	1	0	0	0.545454545	0.577181839	0.5	0.5	0.666666667	0.666666667	0.5	0.5	-0.101607317	1.018724848	3.266853507	4	253.5
325	36	0.066874097	0.037996879	0.028599572	0.020000236	0.028865562	1.5	0.431640405	-0.19871744	4	1	0	0.568185302	0.427662924	0.29907299	1.666666667	3.333333333	3.333333333	1	1.5	1.5	3	3	3	3	4	4	1933.5	34.479	0.432509403	0.666666667	0.666666667	0.5	0.5	3.333333333	-1.833333333	1	0	0	0.45	0.431640405	0.375	0.375	0.5	0.5	0.5	0.5	-0.221050697	1.191259677	3.166207845	4	253.5
326	36	0.107101706	0	0	NA	0	2.5	0	-0.19871744	4	1	0	0	0	NA	2	3.666666667	4.666666667	2	2.5	2.5	3	5	3	4	5	5	1933.5	34.479	0.432509403	0.8	0.8	0.545454545	0.428571429	4.666666667	-2.166666667	0	0	1	0.535714286	0	0.5	0.5	0.833333333	0.5	0.833333333	0.625	-0.563422864	1.031110743	3.2011266	4	253.5
327	36	0.028430207	0.031007338	0.008908906	0.017667955	0.019194733	1	0.675152763	-0.09871744	4	1	0	1.090647626	0.313360568	0.621450097	1.833333333	4.333333333	4.333333333	1.5	1	1	4	4	4	4	5	5	1933.5	34.479	0.432509403	1.5	1.5	0.423076923	0.423076923	4.333333333	-3.333333333	0	0	0	0.230769231	0.675152763	0.2	0.2	0.25	0.25	0.25	0.25	-0.062848366	1.033601981	3.154234858	4	253.5
332	32	0.05914944	0.049591375	0.014377291	0.028190497	0.030719721	2	0.519357766	1.02856704	4	1	0	0.838408189	0.243067239	0.476597871	2	3.666666667	4.333333333	2	2	2	3	4	4	4	4	5	871	32.497	0.334901245	1	1	0.545454545	0.461538462	4.333333333	-2.333333333	0	0	0	0.461538462	0.519357766	0.5	0.4	0.666666667	0.5	0.5	0.5	-0.150474961	1.02161292	3.234638843	4	29
333	32	0.038019566	0.026336712	0.016197439	0.018949937	0.020494696	2	0.539056553	0.62856704	4	1	0	0.692714705	0.426029032	0.498425924	2.666666667	4	4.333333333	2	2	2	3	4	4	4	5	5	871	32.497	0.334901245	1	1	0.666666667	0.615384615	4.333333333	-2.333333333	0	0	0	0.461538462	0.539056553	0.4	0.4	0.666666667	0.5	0.5	0.5	-0.177665032	1.060287491	2.852258211	4	29
334	32	0.068401904	0.050941227	0	0	0.016980409	2	0.248244683	1.02856704	4	1	0	0.744734048	0	0	1.666666667	4	4.666666667	1.5	2	2	3	5	4	4	5	5	871	32.497	0.334901245	0.75	0.75	0.416666667	0.357142857	4.666666667	-2.666666667	0	0	1	0.428571429	0.248244683	0.4	0.4	0.666666667	0.4	0.5	0.5	-0.401056097	1.083437164	2.98052826	4	29
335	32	0.04343129	0.00964698	0.02209441	0.040594726	0.024112039	2.5	0.55517666	1.268661547	4	1	0	0.22212051	0.508721011	0.934688459	2.333333333	3.666666667	5	2.5	2.25	2.5	3	5	4	5	4	5	871	32.497	0.334901245	1.111111111	1	0.636363636	0.466666667	5	-2.5	0	0	0	0.5	0.55517666	0.625	0.5	0.833333333	0.5	0.625	0.5	-0.149535882	0.993150436	3.586501507	4	29
