size,growthRate,InitialSize,breaks,time,diff,stdGR
35.713,-4.9140000000000015,40.627,0,T9,T6 to T9,-0.1209540453393064
1.046,0.016000000000000014,1.03,0,T9,T6 to T9,0.015533980582524285
21.478,0.5500000000000007,20.928,0,T9,T6 to T9,0.026280581039755384
2.994,0.5870000000000002,2.407,0,T9,T6 to T9,0.2438720398836727
5.351,1.1239999999999997,4.227,0,T9,T6 to T9,0.26590962857818773
49.953,16.575000000000003,33.378,0,T9,T6 to T9,0.49658457666726596
28.931,5.580000000000002,23.351,0,T9,T6 to T9,0.23896192882531805
25.485,8.718,16.767,0,T9,T6 to T9,0.5199499015924137
2.664,1.3990000000000002,1.265,0,T9,T6 to T9,1.105928853754941
11.345,0.036000000000001364,11.309,0,T9,T6 to T9,0.003183305332036552
32.164,9.830000000000002,22.334,0,T9,T6 to T9,0.4401361153398407
17.655,-4.0859999999999985,21.741,0,T9,T6 to T9,-0.18793983717400298
4.837,4.286,0.551,0,T9,T6 to T9,7.778584392014517
14.08,2.3409999999999993,11.739,0,T9,T6 to T9,0.19942073430445517
4.722,1.0340000000000003,3.688,0,T9,T6 to T9,0.2803687635574838
18.797,6.501000000000001,12.296,0,T9,T6 to T9,0.5287085230969423
12.953,4.539999999999999,8.413,0,T9,T6 to T9,0.539641031736598
16.096,6.497999999999999,9.598,0,T9,T6 to T9,0.6770160450093768
5.222,2.6730000000000005,2.549,0,T9,T6 to T9,1.048646528050216
6.651,5.865,0.786,0,T9,T6 to T9,7.461832061068702
4.602,3.3070000000000004,1.295,0,T9,T6 to T9,2.5536679536679543
12.901,1.6519999999999992,11.249,0,T9,T6 to T9,0.1468574984443061
2.417,1.601,0.816,0,T9,T6 to T9,1.9620098039215688
1.1,-0.22399999999999998,1.324,0,T9,T6 to T9,-0.16918429003021146
45.451,11.582999999999998,33.868,0,T9,T6 to T9,0.3420042518011101
26.488,9.861,16.627,0,T9,T6 to T9,0.5930715101942624
15.65,7.645,8.005,0,T9,T6 to T9,0.9550281074328543
20.443,8.098,12.345,0,T9,T6 to T9,0.6559740785743217
8.064,5.539,2.525,0,T9,T6 to T9,2.193663366336634
23.445,-0.8000000000000007,24.245,0,T9,T6 to T9,-0.03299649412249951
21.247,2.7650000000000006,18.482,0,T9,T6 to T9,0.14960502110161242
9.224,6.333969,2.890031,0,T9,T6 to T9,2.1916612659172166
34.936,4.843,30.093,0,T9,T6 to T9,0.16093443657993553
38.699,19.772,18.927,0,T9,T6 to T9,1.0446452158292385
29.807,9.759999999999998,20.047,0,T9,T6 to T9,0.48685588866164503
29.592,24.029,5.563,0,T9,T6 to T9,4.31943196117203
6.838,3.545,3.293,0,T9,T6 to T9,1.0765259641664136
30.687,10.499000000000002,20.188,0,T9,T6 to T9,0.5200614226273035
12.865,5.4321,7.4329,0,T9,T6 to T9,0.7308183885159225
34.74,-0.8559999999999945,35.596,0,T9,T6 to T9,-0.024047645802899052
21.865,5.094999999999999,16.77,0,T9,T6 to T9,0.3038163387000596
36.796,13.847999999999999,22.948,0,T9,T6 to T9,0.6034512811573993
13.624,2.9220000000000006,10.702,0,T9,T6 to T9,0.27303307792935905
1.5,-18.296,19.796,0,T9,T6 to T9,-0.92422711658921
41.991,11.713999999999999,30.277,0,T9,T6 to T9,0.3868943422399841
28.296,9.96,18.336,0,T9,T6 to T9,0.543193717277487
31,9.738,21.262,0,T9,T6 to T9,0.4580001881290565
9.606,4.987,4.619,0,T9,T6 to T9,1.07967092444252
55.8576,15.712599999999995,40.145,0,T9,T6 to T9,0.3913961888155435
7.297,4.05,3.247,0,T9,T6 to T9,1.2473052048044349
19.255,3.8819999999999997,15.373,0,T9,T6 to T9,0.25252065309308525
2.764,1.511,1.253,0,T9,T6 to T9,1.205905826017558
1.147,0.589,0.558,0,T9,T6 to T9,1.0555555555555554
73.417,17.596000000000004,55.821,0,T9,T6 to T9,0.31522186990559115
12.91,2.6259999999999994,10.284,0,T9,T6 to T9,0.25534811357448456
60.94,20.860999999999997,40.079,0,T9,T6 to T9,0.5204970183886822
3.143,1.4379999999999997,1.705,0,T9,T6 to T9,0.8434017595307916
21.914,4.347000000000001,17.567,0,T9,T6 to T9,0.24745261000740032
5.055,2.0959999999999996,2.959,0,T9,T6 to T9,0.7083474146671171
23.443,10.969000000000001,12.474,0,T9,T6 to T9,0.8793490460157127
14.771,2.458,12.313,0,T9,T6 to T9,0.19962641111020873
69.425,24.695999999999998,44.729,0,T9,T6 to T9,0.5521250195622527
62.471,24.697999999999993,37.773,0,T9,T6 to T9,0.6538532814444178
64.324,13.186,51.138,0,T9,T6 to T9,0.25785130431381753
29.076,7.801000000000002,21.275,0,T9,T6 to T9,0.3666745005875442
51.122,16.226999999999997,34.895,0,T9,T6 to T9,0.4650236423556382
3.468,1.906,1.562,0,T9,T6 to T9,1.2202304737516003
20.1106,8.806600000000001,11.304,0,T9,T6 to T9,0.7790693559801841
6.907,4.68,2.227,0,T9,T6 to T9,2.1014818140996856
6.1,4.004999999999999,2.095,0,T9,T6 to T9,1.9116945107398562
1.026,0.494,0.532,0,T9,T6 to T9,0.9285714285714285
29.841,8.282,21.559,0,T9,T6 to T9,0.3841551092351222
19.497,0.012999999999998124,19.484,0,T9,T6 to T9,6.672141244096758e-4
18.497,7.079000000000001,11.418,0,T9,T6 to T9,0.6199859870380102
2.159,0.46299999999999986,1.696,0,T9,T6 to T9,0.27299528301886783
10.279,6.484999999999999,3.794,0,T9,T6 to T9,1.7092778070637848
47.002,20.385,26.617,0,T9,T6 to T9,0.7658639215538942
8.304,6.4350000000000005,1.869,0,T9,T6 to T9,3.443017656500803
15.936,6.898,9.038,0,T9,T6 to T9,0.7632219517592387
58.715,15.984000000000002,42.731,0,T9,T6 to T9,0.3740609861692916
1.268,0.06899999999999995,1.199,0,T9,T6 to T9,0.05754795663052539
36.702,16.465999999999998,20.236,0,T9,T6 to T9,0.813698359359557
0.744,0.249,0.495,0,T9,T6 to T9,0.503030303030303
29.762,10.365000000000002,19.397,0,T9,T6 to T9,0.5343609836572667
4.5486,-0.056400000000000006,4.605,0,T9,T6 to T9,-0.01224755700325733
61.022,26.795,34.227,0,T9,T6 to T9,0.7828614836240396
32.339,11.570999999999998,20.768,0,T9,T6 to T9,0.5571552388289676
26.343,10.1143,16.2287,0,T9,T6 to T9,0.6232353792971711
25.6342,4.074200000000001,21.56,0,T9,T6 to T9,0.1889703153988869
24.727,8.969000000000001,15.758,0,T9,T6 to T9,0.569171214621145
26.881,9.445,17.436,0,T9,T6 to T9,0.5416953429685708
8.5351,0.032099999999999795,8.503,0,T9,T6 to T9,0.00377513818652238
56.27588702,20.475887020000002,35.8,0,T9,T6 to T9,0.5719521513966481
20.5463,6.477299999999998,14.069,0,T9,T6 to T9,0.46039519510981575
9.912,8.215,1.697,0,T9,T6 to T9,4.840895698291102
0.898,0.32800000000000007,0.57,0,T9,T6 to T9,0.5754385964912282
17.2277,7.113699999999998,10.114,0,T9,T6 to T9,0.7033517895985759
18.932,8.421,10.511,0,T9,T6 to T9,0.8011606888022073
8.147,6.781000000000001,1.366,0,T9,T6 to T9,4.964128843338214
19.507,8.765,10.742,0,T9,T6 to T9,0.815956060323962
30.27,2.433,27.837,0,T9,T6 to T9,0.08740165966160146
29.725,5.711000000000002,24.014,0,T9,T6 to T9,0.23781960523028242
20.094,4.815000000000001,15.279,0,T9,T6 to T9,0.3151384252896133
36.071,6.565999999999999,29.505,0,T9,T6 to T9,0.22253855278766307
22.407,6.712999999999999,15.694,0,T9,T6 to T9,0.42774308652988396
1.61,0.09100000000000019,1.519,0,T9,T6 to T9,0.05990783410138262
43.914,11.076999999999998,32.837,0,T9,T6 to T9,0.3373328866827054
31.356,6.780000000000001,24.576,0,T9,T6 to T9,0.27587890625000006
26.344,11.671000000000001,14.673,0,T9,T6 to T9,0.7954065289988415
6.484,2.423,4.061,0,T9,T6 to T9,0.5966510711647378
43.938,15.408000000000001,28.53,0,T9,T6 to T9,0.5400630914826499
0,-0.14,0.14,0,T9,T6 to T9,-1
48.192,17.638,30.554,0,T9,T6 to T9,0.5772730248085358
10.791,6.525,4.266,0,T9,T6 to T9,1.529535864978903
18.799,7.119999999999999,11.679,0,T9,T6 to T9,0.6096412364072266
5.136,3.542,1.594,0,T9,T6 to T9,2.222082810539523
8.986,6.377000000000001,2.609,0,T9,T6 to T9,2.4442315063242623
8.318,1.266,7.052,0,T9,T6 to T9,0.17952353942144073
39.403,15.785999999999998,23.617,0,T9,T6 to T9,0.66841681839353
21.913,13.871,8.042,0,T9,T6 to T9,1.7248196965928875
18.688,8.187,10.501,0,T9,T6 to T9,0.7796400342824493
0,-0.492,0.492,0,T9,T6 to T9,-1
4.047,2.7169999999999996,1.33,0,T9,T6 to T9,2.0428571428571423
12.637,4.819000000000001,7.818,0,T9,T6 to T9,0.616398055768739
20.371,6.781999999999998,13.589,0,T9,T6 to T9,0.49908013834719245
8.949,4.256,4.693,0,T9,T6 to T9,0.9068825910931175
38.429,12.428,26.001,0,T9,T6 to T9,0.47798161609168877
11.971,3.093,8.878,0,T9,T6 to T9,0.3483892768641586
30.975,12.354000000000003,18.621,0,T9,T6 to T9,0.6634444981472533
28.723,7.158999999999999,21.564,0,T9,T6 to T9,0.33198849935076974
9.241,0.6649999999999991,8.576,0,T9,T6 to T9,0.07754197761194019
7.413,-0.48299999999999965,7.896,0,T9,T6 to T9,-0.0611702127659574
21.291,6.272,15.019,0,T9,T6 to T9,0.4176043678007857
25.14,11.574,13.566,0,T9,T6 to T9,0.8531623175586023
34.298,13.254000000000001,21.044,0,T9,T6 to T9,0.6298232275232846
59.025,13.732999999999997,45.292,0,T9,T6 to T9,0.30321027996114097
31.019,12.657,18.362,0,T9,T6 to T9,0.6893039973859058
37.277,3.4491000000000014,33.8279,0,T9,T6 to T9,0.10196021627118448
12.188,4.562,7.626,0,T9,T6 to T9,0.5982166273275636
27.015,8.155000000000001,18.86,0,T9,T6 to T9,0.4323966065747615
12.603,4.533999999999999,8.069,0,T9,T6 to T9,0.5619035816086254
42.7,14.108000000000004,28.592,0,T9,T6 to T9,0.4934247341913824
28.3,3.3569999999999993,24.943,0,T9,T6 to T9,0.13458685803632278
12.797,-0.1529999999999987,12.95,0,T9,T6 to T9,-0.011814671814671714
16.012,4.1080000000000005,11.904,0,T9,T6 to T9,0.34509408602150543
19.173,2.9049999999999976,16.268,0,T9,T6 to T9,0.1785714285714284
16.3207,2.3996999999999993,13.921,0,T9,T6 to T9,0.1723798577688384
8.13,1.1910000000000007,6.939,0,T9,T6 to T9,0.1716385646346737
22.8072,4.562200000000001,18.245,0,T9,T6 to T9,0.2500520690600165
0.893,-0.10099999999999998,0.994,0,T9,T6 to T9,-0.1016096579476861
14.389,0.7119999999999997,13.677,0,T9,T6 to T9,0.05205819989763835
44.838,0.47400000000000375,44.364,0,T9,T6 to T9,0.010684338652961946
24.97227634,9.423276340000001,15.549,0,T9,T6 to T9,0.606037451926169
21.52461154,-1.22138846,22.746,0,T9,T6 to T9,-0.05369684603886398
5.799,1.7520000000000007,4.047,0,T9,T6 to T9,0.4329132690882137
7.621,-3.0329999999999995,10.654,0,T9,T6 to T9,-0.2846818096489581
37.126473,17.927472999999996,19.199,0,T9,T6 to T9,0.9337711859992704
42.13,20.298000000000002,21.832,0,T12,T9 to T12,0.9297361670941737
35.148,19.071,16.077,0,T12,T9 to T12,1.1862287740250046
80.025,11.620000000000005,68.405,0,T12,T9 to T12,0.1698706234924348
39.69,5.683,34.007,0,T12,T9 to T12,0.16711265327726646
17.119,9.693,7.426,0,T12,T9 to T12,1.305278750336655
12.679,5.795,6.884,0,T12,T9 to T12,0.8418070889018012
10.151,5.099,5.052,0,T12,T9 to T12,1.0093032462391134
4.459,3.4469999999999996,1.012,0,T12,T9 to T12,3.4061264822134385
54.668,-2.871000000000002,57.539,0,T12,T9 to T12,-0.04989659187681402
9.925,4.219,5.706,0,T12,T9 to T12,0.7393971258324571
10.76,5.853,4.907,0,T12,T9 to T12,1.192785816180966
14.83,9.318999999999999,5.511,0,T12,T9 to T12,1.690981673017601
17.264,11.212,6.052,0,T12,T9 to T12,1.8526107072042302
6.581,4.561,2.02,0,T12,T9 to T12,2.257920792079208
10.4,6.08,4.32,0,T12,T9 to T12,1.4074074074074074
20.326,12.833,7.493,0,T12,T9 to T12,1.7126651541438676
1.328,0.6280000000000001,0.7,0,T12,T9 to T12,0.8971428571428574
35.335,9.466000000000001,25.869,0,T12,T9 to T12,0.3659205999458812
8.108,3.008000000000001,5.1,0,T12,T9 to T12,0.5898039215686277
34.596,15.366999999999997,19.229,0,T12,T9 to T12,0.7991575224920692
26.377,10.34,16.037,0,T12,T9 to T12,0.6447589948244684
61.943,31.717999999999996,30.225,0,T12,T9 to T12,1.0493961952026467
49.153,20.188,28.965,0,T12,T9 to T12,0.696979112722251
29.173,8.116999999999997,21.056,0,T12,T9 to T12,0.38549582066869287
32.393,-1.131999999999998,33.525,0,T12,T9 to T12,-0.03376584638329599
15.923,9.963000000000001,5.96,0,T12,T9 to T12,1.6716442953020136
35.519,15.744999999999997,19.774,0,T12,T9 to T12,0.79624759785577
56.625,24.668,31.957,0,T12,T9 to T12,0.771912257095472
32.094,11.459,20.635,0,T12,T9 to T12,0.5553186333898715
28.833,16.580999999999996,12.252,0,T12,T9 to T12,1.3533300685602347
9.682,5.154000000000001,4.528,0,T12,T9 to T12,1.1382508833922265
6.237,5.291,0.946,0,T12,T9 to T12,5.5930232558139545
24.193,-1.4369999999999976,25.63,0,T12,T9 to T12,-0.05606710885680834
15.646,7.041,8.605,0,T12,T9 to T12,0.8182452062754213
4.022,2.7430000000000003,1.279,0,T12,T9 to T12,2.144644253322909
20.25,7.7010000000000005,12.549,0,T12,T9 to T12,0.6136743963662444
38.951,20.38,18.571,0,T12,T9 to T12,1.0974099402293898
5.534,4.2909999999999995,1.243,0,T12,T9 to T12,3.452131938857602
50.885,15.171999999999997,35.713,0,T12,T9 to T12,0.42483129392658125
8.971,7.925,1.046,0,T12,T9 to T12,7.576481835564053
50.884,29.406,21.478,0,T12,T9 to T12,1.3691218921687307
12.558,9.564,2.994,0,T12,T9 to T12,3.19438877755511
5.585,2.876,2.709,0,T12,T9 to T12,1.0616463639719453
17.76,12.409000000000002,5.351,0,T12,T9 to T12,2.319005793309662
84.104,34.150999999999996,49.953,0,T12,T9 to T12,0.6836626428843111
34.576,5.645,28.931,0,T12,T9 to T12,0.19511942207320865
54.581,29.096000000000004,25.485,0,T12,T9 to T12,1.141691190896606
16.511,9.187999999999999,7.323,0,T12,T9 to T12,1.2546770449269422
7.587,4.923,2.664,0,T12,T9 to T12,1.8479729729729728
9.763,7.314,2.449,0,T12,T9 to T12,2.9865251122907313
46.475,14.311,32.164,0,T12,T9 to T12,0.44493844049247605
22.778,5.1229999999999976,17.655,0,T12,T9 to T12,0.2901727555933162
12.194,7.357000000000001,4.837,0,T12,T9 to T12,1.5209840810419684
20.644,6.563999999999998,14.08,0,T12,T9 to T12,0.4661931818181817
11.792,7.069999999999999,4.722,0,T12,T9 to T12,1.4972469292672594
30.24,14.830999999999998,15.409,0,T12,T9 to T12,0.9624894542150689
35.294,16.496999999999996,18.797,0,T12,T9 to T12,0.8776400489439802
23.032,10.079,12.953,0,T12,T9 to T12,0.7781208986335213
11.006,5.784,5.222,0,T12,T9 to T12,1.107621600919188
13.853,7.202,6.651,0,T12,T9 to T12,1.082844685009773
7.385,2.7829999999999995,4.602,0,T12,T9 to T12,0.6047370708387656
5.3,2.883,2.417,0,T12,T9 to T12,1.1928009929664876
3.246,2.146,1.1,0,T12,T9 to T12,1.9509090909090907
96.71,51.25899999999999,45.451,0,T12,T9 to T12,1.1277859673054496
74.218,47.730000000000004,26.488,0,T12,T9 to T12,1.8019480519480522
37.199,21.549,15.65,0,T12,T9 to T12,1.3769329073482428
34.388,13.944999999999997,20.443,0,T12,T9 to T12,0.6821405860196642
16.057,7.9929999999999986,8.064,0,T12,T9 to T12,0.9911954365079363
47.199,23.753999999999998,23.445,0,T12,T9 to T12,1.0131797824696096
40.746,19.499000000000002,21.247,0,T12,T9 to T12,0.9177295618204924
15.621,6.397,9.224,0,T12,T9 to T12,0.6935169124024284
32.705,-2.2310000000000016,34.936,0,T12,T9 to T12,-0.0638596290359515
7.339,5.817,1.522,0,T12,T9 to T12,3.821944809461235
58.668,19.969,38.699,0,T12,T9 to T12,0.5160081655856741
37.488,7.681000000000001,29.807,0,T12,T9 to T12,0.2576911463750126
9.441,1.636000000000001,7.805,0,T12,T9 to T12,0.20960922485586175
6.611,-0.2270000000000003,6.838,0,T12,T9 to T12,-0.0331968411816321
2.745,1.29,1.455,0,T12,T9 to T12,0.8865979381443299
41.521,10.834,30.687,0,T12,T9 to T12,0.353048522175514
15.353,2.4879999999999995,12.865,0,T12,T9 to T12,0.19339292654488918
58.387,23.647,34.74,0,T12,T9 to T12,0.6806850892343119
48.391,26.526,21.865,0,T12,T9 to T12,1.2131717356505831
65.346,28.550000000000004,36.796,0,T12,T9 to T12,0.7758995542993805
20.041,6.417,13.624,0,T12,T9 to T12,0.47100704638872576
57.105,15.113999999999997,41.991,0,T12,T9 to T12,0.35993427162963487
54.356,26.060000000000002,28.296,0,T12,T9 to T12,0.9209782301385356
61.868,30.868000000000002,31,0,T12,T9 to T12,0.995741935483871
25.649,16.043,9.606,0,T12,T9 to T12,1.6701020195711014
12.035,4.738,7.297,0,T12,T9 to T12,0.6493079347677129
24.765,5.510000000000002,19.255,0,T12,T9 to T12,0.28615943910672564
12.385,9.621,2.764,0,T12,T9 to T12,3.4808248914616504
4.816,3.6689999999999996,1.147,0,T12,T9 to T12,3.198779424585876
158.28,84.863,73.417,0,T12,T9 to T12,1.1559039459525722
34.012,21.102,12.91,0,T12,T9 to T12,1.634546862896979
14.406,13.452,0.954,0,T12,T9 to T12,14.10062893081761
7.627,4.484,3.143,0,T12,T9 to T12,1.426662424435253
49.535,27.620999999999995,21.914,0,T12,T9 to T12,1.2604271242128318
6.011,0.9560000000000004,5.055,0,T12,T9 to T12,0.18911968348170138
55.535,32.092,23.443,0,T12,T9 to T12,1.36893742268481
32.243,17.472,14.771,0,T12,T9 to T12,1.1828583034324014
125.356,55.931,69.425,0,T12,T9 to T12,0.8056319769535469
107.193,44.722,62.471,0,T12,T9 to T12,0.7158841702549984
114.061,49.73700000000001,64.324,0,T12,T9 to T12,0.7732261675268952
43.42,14.344000000000001,29.076,0,T12,T9 to T12,0.493327830513138
102.26,51.138000000000005,51.122,0,T12,T9 to T12,1.0003129768005947
9.144,5.676,3.468,0,T12,T9 to T12,1.6366782006920415
29.093,8.982399999999998,20.1106,0,T12,T9 to T12,0.4466500253597604
11.974,5.067,6.907,0,T12,T9 to T12,0.7336035905603011
7.924,1.8240000000000007,6.1,0,T12,T9 to T12,0.2990163934426231
4.878,3.8520000000000003,1.026,0,T12,T9 to T12,3.754385964912281
24.851,5.353999999999999,19.497,0,T12,T9 to T12,0.2746063496948248
27.693,9.196000000000002,18.497,0,T12,T9 to T12,0.4971617018976051
3.089,0.9300000000000002,2.159,0,T12,T9 to T12,0.43075497915701727
18.583,8.303999999999998,10.279,0,T12,T9 to T12,0.8078606868372409
56.254,9.251999999999995,47.002,0,T12,T9 to T12,0.19684268754521073
14.05,5.746,8.304,0,T12,T9 to T12,0.6919556840077071
26.26,10.324000000000002,15.936,0,T12,T9 to T12,0.6478413654618475
74.48,15.765,58.715,0,T12,T9 to T12,0.2685003832070169
6.249,4.981,1.268,0,T12,T9 to T12,3.928233438485804
55.225,18.523000000000003,36.702,0,T12,T9 to T12,0.5046863931120921
46.125,16.363,29.762,0,T12,T9 to T12,0.5497950406558699
14.427,9.8784,4.5486,0,T12,T9 to T12,2.1717451523545703
139.295,78.273,61.022,0,T12,T9 to T12,1.2827013208351086
69.825,37.486000000000004,32.339,0,T12,T9 to T12,1.159157673397446
48.134,21.791,26.343,0,T12,T9 to T12,0.8272026724367004
68.658,43.0238,25.6342,0,T12,T9 to T12,1.6783749834205866
44.115,19.388,24.727,0,T12,T9 to T12,0.7840821773769564
54.287,27.406,26.881,0,T12,T9 to T12,1.0195305234180276
19.452,10.916900000000002,8.5351,0,T12,T9 to T12,1.279059413480803
102.706,46.430112980000004,56.27588702,0,T12,T9 to T12,0.825044533967081
43.034,22.4877,20.5463,0,T12,T9 to T12,1.0944890320885026
19.916,10.004,9.912,0,T12,T9 to T12,1.009281678773204
10.262,9.364,0.898,0,T12,T9 to T12,10.427616926503342
40.554,23.326300000000003,17.2277,0,T12,T9 to T12,1.3539996633328886
34.509,15.577000000000002,18.932,0,T12,T9 to T12,0.822786815972956
34.604,26.457,8.147,0,T12,T9 to T12,3.2474530502025285
31.969,12.462,19.507,0,T12,T9 to T12,0.6388475931716819
43.293,13.023,30.27,0,T12,T9 to T12,0.43022794846382556
41.515,11.79,29.725,0,T12,T9 to T12,0.39663582842724976
23.164,3.0700000000000003,20.094,0,T12,T9 to T12,0.15278192495272222
49.123,26.715999999999998,22.407,0,T12,T9 to T12,1.1923059758111303
8.596,6.986,1.61,0,T12,T9 to T12,4.339130434782608
61.336,17.421999999999997,43.914,0,T12,T9 to T12,0.3967299722184268
61.175,29.818999999999996,31.356,0,T12,T9 to T12,0.950982268146447
50.153,23.808999999999997,26.344,0,T12,T9 to T12,0.9037731551776494
11.581,5.0969999999999995,6.484,0,T12,T9 to T12,0.7860888340530536
59.036,15.097999999999999,43.938,0,T12,T9 to T12,0.3436205562383358
50.952,2.759999999999998,48.192,0,T12,T9 to T12,0.05727091633466131
20.003,9.212,10.791,0,T12,T9 to T12,0.8536743582615142
32.56,13.761000000000003,18.799,0,T12,T9 to T12,0.7320070216500879
6.317,1.181,5.136,0,T12,T9 to T12,0.2299454828660436
15.906,6.92,8.986,0,T12,T9 to T12,0.7700868016915201
2.702,-5.616,8.318,0,T12,T9 to T12,-0.6751622986294782
47.572,8.169000000000004,39.403,0,T12,T9 to T12,0.20731923965180327
37.059,15.145999999999997,21.913,0,T12,T9 to T12,0.6911878793410303
28.665,9.977,18.688,0,T12,T9 to T12,0.5338720034246576
14.305,10.258,4.047,0,T12,T9 to T12,2.534717074376081
25.632,12.995000000000001,12.637,0,T12,T9 to T12,1.0283295085858986
32.995,12.623999999999999,20.371,0,T12,T9 to T12,0.6197044818614698
19.25,10.301,8.949,0,T12,T9 to T12,1.1510783327746117
52.905,14.475999999999999,38.429,0,T12,T9 to T12,0.3766946837024122
21.374,9.402999999999999,11.971,0,T12,T9 to T12,0.7854815804861748
38.397,7.421999999999997,30.975,0,T12,T9 to T12,0.23961259079903138
41.097,12.374000000000002,28.723,0,T12,T9 to T12,0.43080458169411284
9.319,1.9060000000000006,7.413,0,T12,T9 to T12,0.25711587751247816
42.506,21.215,21.291,0,T12,T9 to T12,0.9964304166079564
51.274,26.134,25.14,0,T12,T9 to T12,1.039538583929992
45.611,11.312999999999995,34.298,0,T12,T9 to T12,0.32984430579042495
54.332,-4.692999999999998,59.025,0,T12,T9 to T12,-0.07950868276154169
29.656,-1.3629999999999995,31.019,0,T12,T9 to T12,-0.04394081047100163
47.053,9.775999999999996,37.277,0,T12,T9 to T12,0.2622528636961128
20.086,7.897999999999998,12.188,0,T12,T9 to T12,0.6480144404332128
26.631,-0.38400000000000034,27.015,0,T12,T9 to T12,-0.014214325374791795
29.22,16.616999999999997,12.603,0,T12,T9 to T12,1.3184955962865983
61.086,18.385999999999996,42.7,0,T12,T9 to T12,0.4305854800936767
16.621,3.823999999999998,12.797,0,T12,T9 to T12,0.29882003594592466
18.461,2.448999999999998,16.012,0,T12,T9 to T12,0.1529477891581313
29.076,9.903000000000002,19.173,0,T12,T9 to T12,0.5165075887967456
35.747,19.4263,16.3207,0,T12,T9 to T12,1.190285955871991
12.093,3.962999999999999,8.13,0,T12,T9 to T12,0.4874538745387452
32.822,10.014800000000001,22.8072,0,T12,T9 to T12,0.4391069486828721
7.33,6.437,0.893,0,T12,T9 to T12,7.208286674132139
25.33,10.940999999999999,14.389,0,T12,T9 to T12,0.7603725067760094
47.273,2.4350000000000023,44.838,0,T12,T9 to T12,0.05430661492484059
26.547,1.57472366,24.97227634,0,T12,T9 to T12,0.06305887531276615
24.823,3.2983884600000017,21.52461154,0,T12,T9 to T12,0.15323800171122634
8.675,2.8760000000000003,5.799,0,T12,T9 to T12,0.49594757716847737
10.338,2.7169999999999987,7.621,0,T12,T9 to T12,0.3565148930586535
